date,averagePrice,totalBags,type,year
2017-03-19,1.83,1078.76,organic,2017
2017-03-12,1.9,1466.33,organic,2017
2017-03-05,1.54,3376.83,organic,2017
2017-02-26,1.56,3978.02,organic,2017
2017-02-19,1.55,4139.58,organic,2017
2017-02-12,1.54,5306.29,organic,2017
2017-02-05,1.77,5599.18,organic,2017
2017-01-29,1.63,6104.27,organic,2017
2017-01-22,1.59,5886.37,organic,2017
2017-01-15,1.62,4009.2,organic,2017
2017-01-08,1.52,6218.67,organic,2017
2017-01-01,1.78,4459.87,organic,2017
2017-12-31,1.39,10283.84,organic,2017
2017-12-24,1.41,9732.37,organic,2017
2017-12-17,1.43,9648.93,organic,2017
2017-12-10,1.4,9333.39,organic,2017
2017-12-03,1.5,7635.21,organic,2017
2017-11-26,1.58,7443.44,organic,2017
2017-11-19,1.62,6446.79,organic,2017
2017-11-12,1.57,8425.35,organic,2017
2017-11-05,1.64,7050.05,organic,2017
2017-10-29,1.67,7610.31,organic,2017
2017-10-22,1.62,9159.25,organic,2017
2017-10-15,1.6,12760.27,organic,2017
2017-10-08,1.56,13701.21,organic,2017
2017-10-01,1.6,11460.11,organic,2017
2017-09-24,1.76,11202.61,organic,2017
2017-09-17,1.59,11711.85,organic,2017
2017-09-10,2.0,9566.05,organic,2017
2017-09-03,2.05,8530.29,organic,2017
2017-08-27,1.96,7757.14,organic,2017
2017-08-20,1.93,8718.98,organic,2017
2017-08-13,1.79,7111.06,organic,2017
2017-08-06,1.66,8277.43,organic,2017
2017-07-30,1.56,9157.53,organic,2017
2017-07-23,1.45,12237.75,organic,2017
2017-07-16,1.71,6684.48,organic,2017
2017-07-09,1.81,5544.8,organic,2017
2017-07-02,1.84,4421.07,organic,2017
2017-06-25,1.64,6783.85,organic,2017
2017-06-18,1.78,4722.34,organic,2017
2017-06-11,1.56,6331.02,organic,2017
2017-06-04,1.72,6213.54,organic,2017
2017-05-28,1.6,7148.06,organic,2017
2017-05-21,1.52,6248.89,organic,2017
2017-05-14,1.72,4744.9,organic,2017
2017-05-07,1.68,4023.81,organic,2017
2017-04-30,1.77,4549.05,organic,2017
2017-04-23,1.65,5044.15,organic,2017
2017-04-16,1.46,6507.84,organic,2017
2017-04-09,1.04,10263.22,organic,2017
2017-04-02,1.41,5906.74,organic,2017
2017-03-26,1.06,10239.1,organic,2017
2017-03-19,1.55,6818.46,organic,2017
2017-03-12,1.46,9348.31,organic,2017
2017-03-05,1.06,10372.66,organic,2017
2017-02-26,1.01,9365.5,organic,2017
2017-02-19,1.24,4939.09,organic,2017
2017-02-12,1.12,6469.8,organic,2017
2017-02-05,1.42,3309.49,organic,2017
2017-01-29,1.32,3518.82,organic,2017
2017-01-22,1.27,4572.15,organic,2017
2017-01-15,1.56,2491.64,organic,2017
2017-01-08,1.48,4290.63,organic,2017
2017-01-01,1.62,1895.76,organic,2017
2017-12-31,1.5,4095.75,organic,2017
2017-12-24,1.54,3983.1,organic,2017
2017-12-17,1.58,4808.31,organic,2017
2017-12-10,1.47,6238.72,organic,2017
2017-12-03,1.42,5043.18,organic,2017
2017-11-26,1.56,4915.43,organic,2017
2017-11-19,1.54,4633.4,organic,2017
2017-11-12,1.46,6856.85,organic,2017
2017-11-05,1.5,6729.23,organic,2017
2017-10-29,1.53,7841.1,organic,2017
2017-10-22,1.53,8927.15,organic,2017
2017-10-15,1.64,8948.1,organic,2017
2017-10-08,1.72,6303.02,organic,2017
2017-10-01,1.83,5816.17,organic,2017
2017-09-24,2.08,6110.34,organic,2017
2017-09-17,1.9,6016.6,organic,2017
2017-09-10,2.19,5893.72,organic,2017
2017-09-03,2.27,5709.88,organic,2017
2017-08-27,2.17,4242.46,organic,2017
2017-08-20,2.08,5695.01,organic,2017
2017-08-13,2.0,4143.38,organic,2017
2017-08-06,1.81,4945.38,organic,2017
2017-07-30,1.59,5341.37,organic,2017
2017-07-23,1.49,6763.9,organic,2017
2017-07-16,1.64,3869.43,organic,2017
2017-07-09,1.62,5979.64,organic,2017
2017-07-02,1.78,3055.27,organic,2017
2017-06-25,1.42,5857.52,organic,2017
2017-06-18,1.61,3785.68,organic,2017
2017-06-11,1.35,5068.88,organic,2017
2017-06-04,1.51,7066.34,organic,2017
2017-05-28,1.37,9218.08,organic,2017
2017-05-21,1.59,4757.09,organic,2017
2017-05-14,1.81,3461.29,organic,2017
2017-05-07,1.72,4738.05,organic,2017
2017-04-30,1.87,3669.09,organic,2017
2017-04-23,1.58,4773.65,organic,2017
2017-04-16,1.24,8058.73,organic,2017
2017-04-09,0.89,11889.13,organic,2017
2017-04-02,1.19,7559.06,organic,2017
2017-03-26,0.84,12259.73,organic,2017
2017-03-19,1.2,5615.25,organic,2017
2017-03-12,1.13,6131.49,organic,2017
2017-03-05,0.7,13344.45,organic,2017
2017-02-26,0.77,11718.19,organic,2017
2017-02-19,0.94,7120.11,organic,2017
2017-02-12,0.88,8188.92,organic,2017
2017-02-05,1.14,4215.15,organic,2017
2017-01-29,1.18,3768.92,organic,2017
2017-01-22,1.16,4706.56,organic,2017
2017-01-15,1.6,2091.46,organic,2017
2017-01-08,1.61,2213.02,organic,2017
2017-01-01,1.51,1419.71,organic,2017
2017-12-31,1.61,2004.44,organic,2017
2017-12-24,1.68,2444.43,organic,2017
2017-12-17,1.72,2645.56,organic,2017
2017-12-10,1.75,2402.22,organic,2017
2017-12-03,1.69,2122.23,organic,2017
2017-11-26,1.72,2047.77,organic,2017
2017-11-19,1.69,2577.78,organic,2017
2017-11-12,1.81,1708.88,organic,2017
2017-11-05,1.74,3101.11,organic,2017
2017-10-29,1.86,1644.45,organic,2017
2017-10-22,1.81,2552.21,organic,2017
2017-10-15,1.92,1237.42,organic,2017
2017-10-08,1.84,2554.81,organic,2017
2017-10-01,1.86,2084.42,organic,2017
2017-09-24,1.89,1560.45,organic,2017
2017-09-17,1.92,1907.34,organic,2017
2017-09-10,1.96,1476.41,organic,2017
2017-09-03,2.15,2277.46,organic,2017
2017-08-27,2.49,2172.69,organic,2017
2017-08-20,2.33,3016.43,organic,2017
2017-08-13,2.09,3568.81,organic,2017
2017-08-06,1.99,2750.31,organic,2017
2017-07-30,1.86,2767.63,organic,2017
2017-07-23,1.97,3115.03,organic,2017
2017-07-16,2.19,1408.52,organic,2017
2017-07-09,2.36,327.24,organic,2017
2017-07-02,2.32,659.37,organic,2017
2017-06-25,2.37,799.79,organic,2017
2017-06-18,2.48,832.35,organic,2017
2017-06-11,2.5,798.84,organic,2017
2017-06-04,2.43,1031.47,organic,2017
2017-05-28,2.46,891.55,organic,2017
2017-05-21,2.4,936.93,organic,2017
2017-05-14,2.43,789.31,organic,2017
2017-05-07,2.52,401.1,organic,2017
2017-04-30,2.39,869.02,organic,2017
2017-04-23,2.29,817.94,organic,2017
2017-04-16,2.35,746.88,organic,2017
2017-04-09,2.37,660.57,organic,2017
2017-04-02,2.31,841.98,organic,2017
2017-03-26,2.44,824.56,organic,2017
2017-03-19,2.46,726.04,organic,2017
2017-03-12,2.36,720.13,organic,2017
2017-03-05,2.5,466.03,organic,2017
2017-02-26,2.06,428.3,organic,2017
2017-02-19,2.32,413.58,organic,2017
2017-02-12,2.25,621.1,organic,2017
2017-02-05,1.6,413.98,organic,2017
2017-01-29,2.02,296.98,organic,2017
2017-01-22,1.89,283.89,organic,2017
2017-01-15,2.31,272.06,organic,2017
2017-01-08,2.15,396.46,organic,2017
2017-01-01,2.24,364.22,organic,2017
2017-12-31,2.0,3455.52,organic,2017
2017-12-24,1.82,5384.25,organic,2017
2017-12-17,1.54,4251.81,organic,2017
2017-12-10,2.05,3952.54,organic,2017
2017-12-03,1.79,5214.87,organic,2017
2017-11-26,2.17,3852.29,organic,2017
2017-11-19,2.17,4236.45,organic,2017
2017-11-12,2.13,4618.62,organic,2017
2017-11-05,1.6,4870.94,organic,2017
2017-10-29,2.13,5092.32,organic,2017
2017-10-22,2.15,5096.24,organic,2017
2017-10-15,2.25,4245.33,organic,2017
2017-10-08,2.33,4096.81,organic,2017
2017-10-01,2.27,3056.07,organic,2017
2017-09-24,2.23,1327.81,organic,2017
2017-09-17,2.39,1121.35,organic,2017
2017-09-10,2.37,1705.09,organic,2017
2017-09-03,2.01,3102.22,organic,2017
2017-08-27,2.57,2430.65,organic,2017
2017-08-20,2.42,5901.85,organic,2017
2017-08-13,2.32,5498.5,organic,2017
2017-08-06,2.37,4960.42,organic,2017
2017-07-30,2.37,4905.0,organic,2017
2017-07-23,2.31,4314.01,organic,2017
2017-07-16,2.3,4182.95,organic,2017
2017-07-09,1.91,7885.09,organic,2017
2017-07-02,2.0,7149.02,organic,2017
2017-06-25,1.73,8478.24,organic,2017
2017-06-18,1.8,7432.93,organic,2017
2017-06-11,2.06,2878.61,organic,2017
2017-06-04,1.71,5392.9,organic,2017
2017-05-28,1.91,6629.86,organic,2017
2017-05-21,2.05,4703.63,organic,2017
2017-05-14,2.22,1651.75,organic,2017
2017-05-07,1.72,5764.89,organic,2017
2017-04-30,1.83,6311.14,organic,2017
2017-04-23,1.97,3973.03,organic,2017
2017-04-16,2.08,3180.79,organic,2017
2017-04-09,1.94,3037.79,organic,2017
2017-04-02,1.88,3921.2,organic,2017
2017-03-26,2.06,1473.97,organic,2017
2017-03-19,1.59,7631.26,organic,2017
2017-03-12,1.72,6422.68,organic,2017
2017-03-05,1.42,10741.33,organic,2017
2017-02-26,1.42,8528.84,organic,2017
2017-02-19,1.4,7555.36,organic,2017
2017-02-12,1.66,1018.86,organic,2017
2017-02-05,1.55,1428.72,organic,2017
2017-01-29,1.21,7759.32,organic,2017
2017-01-22,1.73,1953.67,organic,2017
2017-01-15,1.82,1411.56,organic,2017
2017-01-08,1.52,4983.63,organic,2017
2017-01-01,1.45,5748.79,organic,2017
2017-12-31,1.52,1874.44,organic,2017
2017-12-24,2.01,2404.44,organic,2017
2017-12-17,2.1,2094.44,organic,2017
2017-12-10,2.27,990.0,organic,2017
2017-12-03,2.07,716.65,organic,2017
2017-11-26,2.06,783.37,organic,2017
2017-11-19,2.06,734.44,organic,2017
2017-11-12,2.07,613.33,organic,2017
2017-11-05,2.05,1165.56,organic,2017
2017-10-29,2.09,698.88,organic,2017
2017-10-22,2.08,1132.23,organic,2017
2017-10-15,2.09,577.77,organic,2017
2017-10-08,2.07,1077.78,organic,2017
2017-10-01,2.04,978.52,organic,2017
2017-09-24,2.06,688.08,organic,2017
2017-09-17,2.04,781.63,organic,2017
2017-09-10,2.05,454.21,organic,2017
2017-09-03,2.08,772.32,organic,2017
2017-08-27,3.0,904.09,organic,2017
2017-08-20,2.93,4161.3,organic,2017
2017-08-13,2.57,4758.34,organic,2017
2017-08-06,2.33,4362.51,organic,2017
2017-07-30,2.14,4336.33,organic,2017
2017-07-23,2.44,4593.54,organic,2017
2017-07-16,2.4,4138.97,organic,2017
2017-07-09,2.45,2644.65,organic,2017
2017-07-02,2.59,2781.09,organic,2017
2017-06-25,2.66,3021.05,organic,2017
2017-06-18,2.76,3101.61,organic,2017
2017-06-11,2.77,3342.16,organic,2017
2017-06-04,2.72,3663.13,organic,2017
2017-05-28,2.73,3223.98,organic,2017
2017-05-21,2.65,2668.35,organic,2017
2017-05-14,2.64,3226.64,organic,2017
2017-05-07,2.54,3495.43,organic,2017
2017-04-30,2.58,3401.59,organic,2017
2017-04-23,2.56,3330.78,organic,2017
2017-04-16,2.59,3431.39,organic,2017
2017-04-09,2.54,3749.45,organic,2017
2017-04-02,2.59,3268.45,organic,2017
2017-03-26,2.83,2974.29,organic,2017
2017-03-19,2.88,3202.21,organic,2017
2017-03-12,2.9,3043.99,organic,2017
2017-03-05,2.92,3150.11,organic,2017
2017-02-26,2.52,3260.34,organic,2017
2017-02-19,2.58,3060.44,organic,2017
2017-02-12,2.59,3198.55,organic,2017
2017-02-05,1.61,2635.13,organic,2017
2017-01-29,2.7,2809.55,organic,2017
2017-01-22,2.03,2957.23,organic,2017
2017-01-15,2.7,2850.74,organic,2017
2017-01-08,2.58,3356.57,organic,2017
2017-01-01,2.54,2189.29,organic,2017
2017-12-31,1.24,51583.01,organic,2017
2017-12-24,1.75,28157.42,organic,2017
2017-12-17,1.25,55078.79,organic,2017
2017-12-10,1.07,104616.53,organic,2017
2017-12-03,1.19,67430.8,organic,2017
2017-11-26,1.76,22868.38,organic,2017
2017-11-19,2.03,16171.34,organic,2017
2017-11-12,2.06,15179.03,organic,2017
2017-11-05,2.34,13323.55,organic,2017
2017-10-29,2.43,14177.16,organic,2017
2017-10-22,2.3,15255.74,organic,2017
2017-10-15,2.69,14483.75,organic,2017
2017-10-08,2.8,15454.36,organic,2017
2017-10-01,2.86,15231.71,organic,2017
2017-09-24,2.83,14333.17,organic,2017
2017-09-17,2.86,12818.95,organic,2017
2017-09-10,2.87,15192.7,organic,2017
2017-09-03,2.89,16746.96,organic,2017
2017-08-27,2.96,14642.92,organic,2017
2017-08-20,2.87,11480.4,organic,2017
2017-08-13,2.65,14896.99,organic,2017
2017-08-06,2.58,15485.67,organic,2017
2017-07-30,2.6,13983.48,organic,2017
2017-07-23,2.61,11651.78,organic,2017
2017-07-16,2.61,14155.36,organic,2017
2017-07-09,2.12,22034.82,organic,2017
2017-07-02,2.35,13926.42,organic,2017
2017-06-25,2.65,8536.0,organic,2017
2017-06-18,1.83,28275.82,organic,2017
2017-06-11,1.6,43517.11,organic,2017
2017-06-04,1.45,46224.65,organic,2017
2017-05-28,1.46,44705.19,organic,2017
2017-05-21,1.53,40417.98,organic,2017
2017-05-14,1.62,34587.64,organic,2017
2017-05-07,1.51,38691.46,organic,2017
2017-04-30,1.39,41582.22,organic,2017
2017-04-23,1.39,41906.46,organic,2017
2017-04-16,1.45,39084.0,organic,2017
2017-04-09,1.44,37302.65,organic,2017
2017-04-02,1.02,57328.86,organic,2017
2017-03-26,0.7,102529.31,organic,2017
2017-03-19,1.52,29295.16,organic,2017
2017-03-12,1.18,44063.02,organic,2017
2017-03-05,0.99,52173.96,organic,2017
2017-02-26,1.58,25080.9,organic,2017
2017-02-19,2.26,13630.1,organic,2017
2017-02-12,1.79,21197.85,organic,2017
2017-02-05,0.98,40203.65,organic,2017
2017-01-29,1.22,34546.61,organic,2017
2017-01-22,1.32,28797.8,organic,2017
2017-01-15,1.25,36351.75,organic,2017
2017-01-08,1.23,38895.87,organic,2017
2017-01-01,1.23,29678.65,organic,2017
2017-12-31,1.36,12243.56,organic,2017
2017-12-24,1.48,9050.32,organic,2017
2017-12-17,1.44,9950.44,organic,2017
2017-12-10,1.42,9938.2,organic,2017
2017-12-03,1.49,8738.26,organic,2017
2017-11-26,1.54,9360.52,organic,2017
2017-11-19,1.56,9186.17,organic,2017
2017-11-12,1.64,10900.18,organic,2017
2017-11-05,1.68,9801.21,organic,2017
2017-10-29,1.69,12171.16,organic,2017
2017-10-22,1.7,11586.82,organic,2017
2017-10-15,1.78,11829.49,organic,2017
2017-10-08,2.04,11066.01,organic,2017
2017-10-01,2.15,9257.32,organic,2017
2017-09-24,2.1,10951.52,organic,2017
2017-09-17,2.21,7976.34,organic,2017
2017-09-10,2.02,11714.42,organic,2017
2017-09-03,2.11,10116.9,organic,2017
2017-08-27,2.03,9835.1,organic,2017
2017-08-20,1.88,10525.07,organic,2017
2017-08-13,1.78,9860.27,organic,2017
2017-08-06,1.74,7958.24,organic,2017
2017-07-30,1.57,10473.92,organic,2017
2017-07-23,1.81,8085.18,organic,2017
2017-07-16,1.83,7234.24,organic,2017
2017-07-09,1.76,9424.63,organic,2017
2017-07-02,1.82,8880.28,organic,2017
2017-06-25,1.67,11761.38,organic,2017
2017-06-18,1.72,8312.8,organic,2017
2017-06-11,1.61,10142.13,organic,2017
2017-06-04,1.89,4401.23,organic,2017
2017-05-28,1.97,3370.61,organic,2017
2017-05-21,1.86,3215.45,organic,2017
2017-05-14,1.91,1389.19,organic,2017
2017-05-07,1.8,1796.86,organic,2017
2017-04-30,1.87,1853.64,organic,2017
2017-04-23,1.97,1209.68,organic,2017
2017-04-16,1.69,1587.87,organic,2017
2017-04-09,1.4,5928.26,organic,2017
2017-04-02,1.5,4141.27,organic,2017
2017-03-26,1.7,1997.76,organic,2017
2017-03-19,1.34,4055.15,organic,2017
2017-03-12,1.38,6723.06,organic,2017
2017-03-05,0.99,12851.66,organic,2017
2017-02-26,1.13,10580.35,organic,2017
2017-02-19,1.4,7074.08,organic,2017
2017-02-12,1.38,6180.68,organic,2017
2017-02-05,1.45,5434.18,organic,2017
2017-01-29,1.43,5194.04,organic,2017
2017-01-22,1.44,4772.14,organic,2017
2017-01-15,1.45,5398.12,organic,2017
2017-01-08,1.48,5356.4,organic,2017
2017-01-01,1.67,3549.58,organic,2017
2017-12-31,1.41,87634.85,organic,2017
2017-12-24,1.47,99993.25,organic,2017
2017-12-17,1.45,93225.48,organic,2017
2017-12-10,1.5,81188.29,organic,2017
2017-12-03,1.59,81290.89,organic,2017
2017-11-26,1.57,70636.32,organic,2017
2017-11-19,1.54,90195.42,organic,2017
2017-11-12,1.67,89027.73,organic,2017
2017-11-05,1.69,76901.57,organic,2017
2017-10-29,1.73,82653.82,organic,2017
2017-10-22,1.73,87581.86,organic,2017
2017-10-15,1.74,87372.35,organic,2017
2017-10-08,1.75,75616.63,organic,2017
2017-10-01,1.75,73346.68,organic,2017
2017-09-24,1.77,78060.36,organic,2017
2017-09-17,1.8,54966.22,organic,2017
2017-09-10,1.75,72618.14,organic,2017
2017-09-03,1.78,74604.24,organic,2017
2017-08-27,1.81,84415.91,organic,2017
2017-08-20,1.64,81269.59,organic,2017
2017-08-13,1.52,82236.1,organic,2017
2017-08-06,1.48,102815.55,organic,2017
2017-07-30,1.52,84715.01,organic,2017
2017-07-23,1.52,80003.1,organic,2017
2017-07-16,1.46,107064.76,organic,2017
2017-07-09,1.13,137911.57,organic,2017
2017-07-02,1.17,122522.03,organic,2017
2017-06-25,1.36,75400.47,organic,2017
2017-06-18,1.27,101787.34,organic,2017
2017-06-11,1.17,136324.59,organic,2017
2017-06-04,1.13,148616.38,organic,2017
2017-05-28,1.19,136749.96,organic,2017
2017-05-21,1.45,101271.48,organic,2017
2017-05-14,1.46,99022.74,organic,2017
2017-05-07,1.34,96386.51,organic,2017
2017-04-30,1.31,76824.74,organic,2017
2017-04-23,1.19,96574.3,organic,2017
2017-04-16,1.04,156184.81,organic,2017
2017-04-09,1.06,120813.61,organic,2017
2017-04-02,1.14,112789.76,organic,2017
2017-03-26,1.03,145963.29,organic,2017
2017-03-19,1.03,117741.33,organic,2017
2017-03-12,1.04,121154.57,organic,2017
2017-03-05,0.99,114462.17,organic,2017
2017-02-26,0.99,129688.58,organic,2017
2017-02-19,1.0,109583.25,organic,2017
2017-02-12,1.12,80823.28,organic,2017
2017-02-05,1.12,69610.7,organic,2017
2017-01-29,1.08,80625.93,organic,2017
2017-01-22,1.02,112155.82,organic,2017
2017-01-15,1.06,80331.94,organic,2017
2017-01-08,1.1,72031.06,organic,2017
2017-01-01,1.23,39327.05,organic,2017
2017-12-31,1.4,75075.67,organic,2017
2017-12-24,1.57,71593.69,organic,2017
2017-12-17,1.5,66052.05,organic,2017
2017-12-10,1.48,65490.1,organic,2017
2017-12-03,1.54,56284.29,organic,2017
2017-11-26,1.56,61775.25,organic,2017
2017-11-19,1.59,63611.27,organic,2017
2017-11-12,1.73,64265.63,organic,2017
2017-11-05,1.8,69624.49,organic,2017
2017-10-29,1.84,75497.94,organic,2017
2017-10-22,1.91,70776.4,organic,2017
2017-10-15,1.99,53906.51,organic,2017
2017-10-08,2.13,58777.67,organic,2017
2017-10-01,2.29,63141.43,organic,2017
2017-09-24,2.25,69301.02,organic,2017
2017-09-17,2.33,51733.22,organic,2017
2017-09-10,2.17,58899.2,organic,2017
2017-09-03,2.26,56158.05,organic,2017
2017-08-27,2.16,50759.76,organic,2017
2017-08-20,1.96,63008.26,organic,2017
2017-08-13,1.85,56503.05,organic,2017
2017-08-06,1.78,45998.72,organic,2017
2017-07-30,1.63,58736.91,organic,2017
2017-07-23,1.72,55515.27,organic,2017
2017-07-16,1.78,46957.9,organic,2017
2017-07-09,1.72,58809.47,organic,2017
2017-07-02,1.8,63120.29,organic,2017
2017-06-25,1.67,69823.13,organic,2017
2017-06-18,1.77,51110.89,organic,2017
2017-06-11,1.43,71297.92,organic,2017
2017-06-04,1.82,48213.29,organic,2017
2017-05-28,1.81,54632.6,organic,2017
2017-05-21,1.67,56602.01,organic,2017
2017-05-14,1.78,31635.62,organic,2017
2017-05-07,1.58,43116.28,organic,2017
2017-04-30,1.9,24070.59,organic,2017
2017-04-23,1.87,22887.99,organic,2017
2017-04-16,1.78,30153.76,organic,2017
2017-04-09,1.34,58087.77,organic,2017
2017-04-02,1.51,52794.07,organic,2017
2017-03-26,1.48,48608.88,organic,2017
2017-03-19,1.58,29052.23,organic,2017
2017-03-12,1.41,39025.4,organic,2017
2017-03-05,1.11,69466.23,organic,2017
2017-02-26,1.12,67034.02,organic,2017
2017-02-19,1.39,44332.3,organic,2017
2017-02-12,1.29,50362.0,organic,2017
2017-02-05,1.54,31069.6,organic,2017
2017-01-29,1.43,36238.85,organic,2017
2017-01-22,1.36,41513.94,organic,2017
2017-01-15,1.36,46442.97,organic,2017
2017-01-08,1.41,41384.94,organic,2017
2017-01-01,1.43,35427.37,organic,2017
2017-12-31,1.82,1524.41,organic,2017
2017-12-24,1.77,2874.07,organic,2017
2017-12-17,2.14,1464.36,organic,2017
2017-12-10,2.06,1632.91,organic,2017
2017-12-03,1.92,1641.39,organic,2017
2017-11-26,2.04,1933.05,organic,2017
2017-11-19,2.2,1445.27,organic,2017
2017-11-12,2.17,1671.69,organic,2017
2017-11-05,2.54,1357.77,organic,2017
2017-10-29,2.48,1578.94,organic,2017
2017-10-22,2.11,1755.4,organic,2017
2017-10-15,2.55,1692.46,organic,2017
2017-10-08,2.74,1620.71,organic,2017
2017-10-01,2.88,1439.41,organic,2017
2017-09-24,2.95,1224.29,organic,2017
2017-09-17,2.94,1332.62,organic,2017
2017-09-10,2.86,1626.91,organic,2017
2017-09-03,2.93,1670.96,organic,2017
2017-08-27,2.84,1369.6,organic,2017
2017-08-20,2.76,993.42,organic,2017
2017-08-13,2.55,1682.07,organic,2017
2017-08-06,2.45,1677.26,organic,2017
2017-07-30,2.38,1627.58,organic,2017
2017-07-23,2.66,768.56,organic,2017
2017-07-16,2.55,1379.32,organic,2017
2017-07-09,2.2,2053.69,organic,2017
2017-07-02,2.56,1074.31,organic,2017
2017-06-25,2.5,1081.96,organic,2017
2017-06-18,1.71,2657.15,organic,2017
2017-06-11,1.45,4184.03,organic,2017
2017-06-04,1.56,3283.87,organic,2017
2017-05-28,1.48,3865.0,organic,2017
2017-05-21,1.53,3175.5,organic,2017
2017-05-14,1.56,3572.9,organic,2017
2017-05-07,1.58,3282.98,organic,2017
2017-04-30,1.72,2748.0,organic,2017
2017-04-23,1.77,2561.0,organic,2017
2017-04-16,1.57,3279.68,organic,2017
2017-04-09,1.76,2777.52,organic,2017
2017-04-02,1.32,3941.96,organic,2017
2017-03-26,1.02,6296.16,organic,2017
2017-03-19,1.91,1591.59,organic,2017
2017-03-12,1.19,3239.82,organic,2017
2017-03-05,1.38,2503.0,organic,2017
2017-02-26,1.64,2373.16,organic,2017
2017-02-19,2.34,1110.76,organic,2017
2017-02-12,1.66,2364.96,organic,2017
2017-02-05,1.09,2396.8,organic,2017
2017-01-29,1.26,3164.59,organic,2017
2017-01-22,1.28,2721.88,organic,2017
2017-01-15,1.17,3430.1,organic,2017
2017-01-08,1.16,3184.76,organic,2017
2017-01-01,1.21,2055.47,organic,2017
2017-12-31,1.54,9444.46,organic,2017
2017-12-24,1.67,3176.2,organic,2017
2017-12-17,1.63,4025.55,organic,2017
2017-12-10,1.72,3917.66,organic,2017
2017-12-03,1.81,4122.28,organic,2017
2017-11-26,2.0,3918.08,organic,2017
2017-11-19,1.64,3812.82,organic,2017
2017-11-12,1.96,4470.46,organic,2017
2017-11-05,1.77,5586.25,organic,2017
2017-10-29,1.8,5160.02,organic,2017
2017-10-22,2.02,5279.56,organic,2017
2017-10-15,2.14,6199.15,organic,2017
2017-10-08,2.27,5333.8,organic,2017
2017-10-01,2.36,5643.03,organic,2017
2017-09-24,2.49,2451.43,organic,2017
2017-09-17,2.71,4184.62,organic,2017
2017-09-10,2.69,3948.97,organic,2017
2017-09-03,2.81,1672.84,organic,2017
2017-08-27,2.84,636.03,organic,2017
2017-08-20,2.64,1661.58,organic,2017
2017-08-13,2.28,3240.7,organic,2017
2017-08-06,2.15,5966.38,organic,2017
2017-07-30,2.11,3750.3,organic,2017
2017-07-23,2.22,2841.3,organic,2017
2017-07-16,2.22,3469.48,organic,2017
2017-07-09,1.79,5329.95,organic,2017
2017-07-02,1.55,6793.37,organic,2017
2017-06-25,1.54,6614.8,organic,2017
2017-06-18,1.63,6781.26,organic,2017
2017-06-11,2.05,3428.44,organic,2017
2017-06-04,1.95,5172.65,organic,2017
2017-05-28,1.9,3673.28,organic,2017
2017-05-21,1.94,3603.16,organic,2017
2017-05-14,1.59,4063.98,organic,2017
2017-05-07,1.7,3825.38,organic,2017
2017-04-30,2.25,1048.7,organic,2017
2017-04-23,1.93,2699.76,organic,2017
2017-04-16,2.03,2563.96,organic,2017
2017-04-09,1.42,7324.05,organic,2017
2017-04-02,1.23,11218.51,organic,2017
2017-03-26,1.24,9199.69,organic,2017
2017-03-19,1.19,8743.88,organic,2017
2017-03-12,1.16,9110.27,organic,2017
2017-03-05,1.23,6454.68,organic,2017
2017-02-26,1.18,5703.36,organic,2017
2017-02-19,1.1,6502.6,organic,2017
2017-02-12,1.04,8818.2,organic,2017
2017-02-05,1.32,4259.36,organic,2017
2017-01-29,1.36,4440.38,organic,2017
2017-01-22,1.4,4554.51,organic,2017
2017-01-15,1.45,4933.82,organic,2017
2017-01-08,1.67,2181.08,organic,2017
2017-01-01,1.46,3774.01,organic,2017
2017-12-31,1.2,4766.56,organic,2017
2017-12-24,1.21,5012.25,organic,2017
2017-12-17,1.18,4568.95,organic,2017
2017-12-10,1.13,6336.2,organic,2017
2017-12-03,1.23,4330.29,organic,2017
2017-11-26,1.28,3322.63,organic,2017
2017-11-19,1.45,3430.97,organic,2017
2017-11-12,1.42,4878.07,organic,2017
2017-11-05,1.38,5214.6,organic,2017
2017-10-29,1.35,6933.76,organic,2017
2017-10-22,1.35,5039.69,organic,2017
2017-10-15,1.34,5811.03,organic,2017
2017-10-08,1.32,7312.68,organic,2017
2017-10-01,1.41,6169.42,organic,2017
2017-09-24,1.4,6232.92,organic,2017
2017-09-17,1.43,4487.48,organic,2017
2017-09-10,1.8,1944.09,organic,2017
2017-09-03,1.51,3580.51,organic,2017
2017-08-27,1.4,5163.05,organic,2017
2017-08-20,1.51,3811.94,organic,2017
2017-08-13,1.39,3847.86,organic,2017
2017-08-06,1.37,5627.17,organic,2017
2017-07-30,1.44,4431.28,organic,2017
2017-07-23,1.25,6423.91,organic,2017
2017-07-16,1.35,4975.35,organic,2017
2017-07-09,2.4,2641.11,organic,2017
2017-07-02,2.44,2244.59,organic,2017
2017-06-25,2.43,2525.4,organic,2017
2017-06-18,2.42,3260.98,organic,2017
2017-06-11,2.37,2891.98,organic,2017
2017-06-04,2.23,3009.96,organic,2017
2017-05-28,2.09,3100.41,organic,2017
2017-05-21,2.07,2713.89,organic,2017
2017-05-14,2.0,3723.86,organic,2017
2017-05-07,2.11,3921.08,organic,2017
2017-04-30,1.88,1543.11,organic,2017
2017-04-23,2.08,3113.94,organic,2017
2017-04-16,2.05,3023.28,organic,2017
2017-04-09,2.09,2684.89,organic,2017
2017-04-02,1.96,1302.7,organic,2017
2017-03-26,2.12,2476.55,organic,2017
2017-03-19,2.04,2349.18,organic,2017
